;de1;en
220;Die zentrale These dieser Kriegführung, die stets sich in gleichem Maße an die »innere Front«, an das deutsche Volk selbst, wie an seine Feinde richtete, hieß, daß es einen Unterschied zwischen Nazis und Deutschen nicht gebe, daß das Volk geschlossen hinter seiner Regierung stehe, daß alle Hoffnungen der Alliierten auf ideologisch nichtinfizierte Teile des Volkes, alle Appelle an ein demokratisches Deutschland der Zukunft Illusion seien.;
221;Die Konsequenz dieser These ist natürlich, daß es eine Teilung der Verantwortung nicht gebe, daß deutsche  Antifaschisten im selben Maße wie deutsche Faschisten von der Niederlage betroffen sein werden und daß die Alliierten Unterschiede zu Beginn des Krieges nur zum Zwecke der Propaganda gemacht hätten.;
222;Die weitere Konsequenz ist, daß die alliierten Bestimmungen über die Bestrafung der Kriegsverbrecher sich als leere Drohungen deshalb erweisen werden, weil man niemanden finden wird, auf den die Definition des Kriegsverbrechers nicht zutrifft.;
223;Daß diese Behauptungen nicht bloße Propaganda sind, sondern sich auf eine sehr reale Unterlage, auf eine furchtbare Wirklichkeit berufen können, haben wir alle zu unserm Schrecken in den letzten Jahren erfahren.;
224;Die Terrorformationen, die ursprünglich von der Masse des Volkes streng geschieden waren und in die nur Leute aufgenommen wurden, die nachweisen konnten, Verbrecher zu sein, oder bereit waren, Verbrecher zu werden, sind ständig erweitert worden.;
225;Das Verbot der Parteizugehörigkeit von Mitgliedern der Armee ist von dem Generalbefehl, der alle Soldaten der Partei unterstellt, abgelöst worden.;
226;Während die Verbrechen, die seit Beginn des Regimes in den Konzentrationslagern zur täglichen Routine gehören, früher ein eifersüchtig gehütetes Monopol der SS und der Gestapo waren, werden zu den Massenmorden heute beliebige Wehrmachtangehörige abkommandiert.;
227;Die Berichte über diese Verbrechen, welche am Anfang möglichst geheim gehalten wurden und deren Veröffentlichung als »Greuelmärchenpropaganda« unter Strafe gestellt war, wurden erst auf dem Wege der von den Nazis selbst inszenierten Flüsterpropaganda verbreitet, und sie werden heute von ihnen völlig offen als Liquidierungsmaßnahmen zugestanden, um diejenigen »Volksgenossen«, welche man aus organisatorischen Gründen nicht hat in die »Volksgemeinschaft« des Verbrechens aufnehmen können, wenigstens in die Rolle der Mitwisser und Komplizen zu drängen.;
228;Die totale Mobilmachung hat in der totalen Komplizität des deutschen Volkes geendet.  ;
229;;
230;Um die entscheidende politische Veränderung der realen Verhältnisse, welche die Nazipropaganda seit dem Verlust der Schlacht um England begleitet und schließlich den Verzicht der Alliierten auf eine Differenzierung zwischen Deutschen und Nazis zur Folge hatte, richtig einzuschätzen, muß man sich vergegenwärtigen, daß bis zum Ausbruch des Krieges, ja bis zum Beginn der militärischen Niederlagen nur die verhältnismäßig kleinen Gruppen aktiver Nazis - zu denen noch nicht einmal die große Zahl der Sympathisierenden gehörte - und die ebenso kleine Anzahl aktiver Antifaschisten über die Vorgänge wirklich Bescheid wußten.;
231;Alle anderen - ob Deutsche oder Nicht-Deutsche - hatten die verständliche Neigung, einer offiziellen, von allen Mächten anerkannten Regierung eher zu glauben als Flüchtlingen, die als Juden oder als Sozialisten ohnehin verdächtig waren.;
232;"Von diesen wiederum kannte auch nur ein verhältnismäßig kleiner Prozentsatz die volle Wahrheit; und es war natürlich ein noch kleinerer Bruchteil, der bereit war, das Odium der Unpopularität auf sich zu nehmen und die Wahrheit zu sagen.";
233;Solange die Nazis sich auf Sieg vorbereiteten, blieben die Terror-Formationen vom Volke, und das heißt im Krieg von der Armee, getrennt.;
234;Die Armee wurde zum Terror nicht herangezogen, und die SS-Truppen wurden in steigendem Maße aus erprobten Leuten gleich welcher Nationalität rekrutiert.;
235;Wäre die berüchtigte Neuordnung Europas geglückt, so hätten wir die Herrschaft einer intereuropäischen Terror-Organisation unter deutscher Führung erlebt.;
236;Der Terror wäre von Angehörigen aller europäischen Nationalitäten - mit Ausnahme der Juden - ausgeübt worden, wäre aber gradmäßig je nach Rassezugehörigkeit der verschiedenen Länder abgestuft worden.;
237;Das deutsche Volk wäre natürlich von ihm nicht verschont geblieben.;
238;Himmler war immer der Meinung, daß die Herrschaft in Europa einer Rassen-Elite, verkörpert in den SS-Truppen, zusteht, welche national nicht gebunden bleiben darf.;
239;Erst die Niederlagen haben die Nazis gezwungen, dies Konzept aufzugeben und scheinbar zu alten nationalistischen Schlagworten zurückzukehren.;
240;Hierzu gehört die aktive Identifikation des gesamten Volkes mit den Nazis.;
241;Die Möglichkeit einer künftigen Untergrundarbeit hängt davon ab, daß niemand mehr wissen kann, wer ein Nazi ist und wer nicht, daß es keinerlei äußere, sichtbare Unterscheidungsmerkmale mehr gibt, daß die Sieger vor allem davon überzeugt werden, daß es Unterschiede unter Deutschen nicht gibt.;
242;Hierfür ist natürlich ein verstärkter Terror in Deutschland notwendig, der nach Möglichkeit keinen Menschen lebendig läßt, dessen Vergangenheit oder dessen Bekanntheit dafür bürgen könnten, daß er ein Anti-Faschist ist.;
243;"Während in den ersten Kriegsjahren die »Großzügigkeit« des Regimes gegen gegenwärtige und ehemalige Gegner, wenn sie sich ruhig verhielten, bemerkenswert war,
";
244;werden neuerdings unzählige Menschen hingerichtet, die, seit Jahren ihrer Freiheit beraubt, eine unmittelbare Gefahr für das Regime nicht bilden können.;
245;Auf der anderen Seite und in weiser Voraussicht, daß man trotz aller Vorsichtsmaßnahmen auf Grund von Aussagen ehemaliger Kriegsgefangener oder fremder Arbeiter, auf Grund von Gefängnis- und Konzentrationslagerstrafen vielleicht doch noch in jeder Stadt ein paar hundert Leute entdecken könnte mit einem einwandfreien antifaschistischen Rekord, haben die Nazis ihre zuverlässigsten Leute bereits mit allen notwendigen Papieren, Leumundszeugen usw. ausgestattet, so daß alle derartigen Aussagen wertlos sein werden.;
246;Die Insassen der Konzentrationslager, deren Zahl niemand genau kennt, die aber auf mehrere Millionen geschätzt werden, kann man entweder »liquidieren« oder laufen lassen - eindeutig erkennbar werden sie erst einmal auch im unwahrscheinlichen Fall ihres Überlebens (ein solches Massaker, wie es bereits in Buchenwald stattgefunden hat, fällt noch nicht einmal unter die Kriegsverbrecherbestimmungen) nicht sein.;
247;Ob jemand in Deutschland ein Nazi oder ein Anti-Nazi ist, wird nur noch der ergründen können, der in das menschliche Herz, in das bekanntlich kein menschlich     Auge dringt, zu blicken vermag.;
248;Die Laufbahn eines Organisators einer Untergrundbewegung, die es natürlich auch in Deutschland gibt, würde ein sofortiges Ende nehmen, wenn er sich nicht in Wort und Tat wie ein Nazi gebärden würde.;
249;In einem Lande, wo jeder auffällt, der nicht entweder auf Befehl mordet oder ein freudiger Komplize von Mördern zu sein vorgibt, ist das keine leichte Sache.;
250;So hat selbst das extremste Schlagwort, das dieser Krieg auf unserer Seite hervorgebracht, daß nur ein »toter Deutscher« ein guter Deutscher sei, noch eine Grundlage in den wirklichen Verhältnissen: erst wenn die Nazis einen gehängt haben, können wir wissen, ob er wirklich gegen sie war.;
251;Einen anderen Beweis gibt es nicht mehr.;
252;II;
253;Dies sind die realen politischen Verhältnisse, die der Behauptung von einer Gesamtschuld des deutschen Volkes zugrunde liegen.;
254;Sie sind das Resultat einer Politik, die wirklich vaterlandslos, wirklich a- und anti-national ist, die völlig konsequent daran festhält, daß es ein deutsches Volk nur geben soll, wenn es in der Macht der augenblicklich Regierenden ist, und die mit höhnischer Genugtuung ihren größten Sieg feiern würde, wenn der Untergang der Nazis die physische Vernichtung des Volkes nach sich ziehen würde.;
255;Die totale Politik, welche die Atmosphäre von Neutralität, in der das tägliche Leben von Menschen sich abspielt, total zerstört hat, hat es erreicht, die private Existenz jedes Individuums auf deutschem Boden davon abhängig zu machen, daß es Verbrechen entweder begeht oder ihr Komplize ist.;
256;Der Propaganda-Erfolg der Nazis in alliierten Ländern, wie er in dem, was gemeinhin mit Vansittartismus bezeichnet wird, zum Ausdruck kommt, ist dem gegenüber ganz sekundär.;
257;Er ist wesentlich Kriegspropaganda und kommt damit den eigentlichen, spezifisch modernen politischen Phänomenen noch nicht einmal nahe.;
258;Seine Schriften mitsamt seiner pseudo-historischen Beweisführung wirken wie unschuldige Plagiate aus der französischen Literatur des vorigen Krieges.;
259;Wobei es denn wirklich gleichgültig ist, daß ein paar der Schreiber, die vor 25 Jahren die Druckerpressen mit dem »perfiden Albion« in Bewegung setzten, ihre Erfahrung diesmal den Alliierten zur Verfügung zu stellen gezwungen waren.;
260;Aber auch die ernsteren Diskussionen zwischen den Advokaten der »guten« und den Anklägern der »bösen« Deutschen reden nicht nur an dem Kern der Sache vorbei, sondern haben offenbar von dem Ausmaße des Verhängnisses kaum eine Vorstellung.;
261;Sie werden entweder in die Trivialität einer allgemeinen Feststellung über gute und böse Menschen und in eine phantastische Überschätzung der »Erziehung« gedrängt, oder sie nehmen ohne weitere Besinnung die Rassen-Theorien der Nazis an und kehren sie um.;
262;Hierin liegt nur deshalb eine gewisse Gefahr, weil die Alliierten sich seit Churchills berühmter Erklärung geweigert haben, einen »ideologischen« Krieg zu führen und daher unwissentlich den Nazis, die unbekümmert um Churchill ihre Niederlage ideologisch organisieren, einen Vorsprung und allen Rassen-Theoremen eine Chance des Überlebens gegeben haben.;
263;Inzwischen geht es weder darum, das Selbstverständliche zu beweisen, nämlich daß Deutsche nicht seit Tacitus’ Zeiten bereits latente Nazis waren, noch das Unmögliche zu demonstrieren, daß alle Deutschen eine nazistische Gesinnung haben, ;
264;"sondern darum, sich zu überlegen, welche Haltung man einnehmen kann, wie man es ertragen kann, sich mit einem Volke konfrontiert zu finden, in welchem die Linie, die Verbrecher von normalen Menschen, Schuldige von Unschuldigen trennt, so effektiv verwischt worden ist, daß morgen niemand in Deutschland wissen wird, ob er es mit einem heimlichen Helden oder einem ehemaligen Massenmörder zu tun hat.""";
265;Vor dieser Situation wird uns weder eine Definition der Verantwortlichen, noch die Verhaftung der »Kriegsverbrecher« schützen.;
266;Dabei kann man von den Hauptschuldigen, welche nicht nur die Verantwortung auf sich genommen, sondern diese ganze Hölle inszeniert haben, ganz absehen.;
267;;
268;Auch die in einem weiteren Sinne Verantwortlichen gehören nicht hierher.;
269;;
270;Denn zu ihnen gehören alle jene, welche in Deutschland und im europäischen Ausland solange wie möglich mit Hitler sympathisiert, seinem Aufstieg zur Macht Vorschub geleistet und sein Renommee innerhalb und außerhalb Deutschlands gefestigt haben.;
271;Und wer würde auch wagen, alle die Herrschaften der guten Gesellschaft als Kriegsverbrecher zu brandmarken?;
272;"Sie sind es wirklich nicht; sie haben zweifellos ihre Unfähigkeit, moderne politische Gruppierungen zu beurteilen, unter Beweis gestellt - die einen, weil sie Prinzipien in der Politik für baren moralisierenden Unsinn hielten, die anderen, weil sie für Gangster, die sie mit »Seeräubern« verwechselten, eine romantische Vorliebe hegten.";
273;;
274;Schuldig im engeren Sinne haben sie, die Verantwortlichen im weiteren Sinne, sich zumeist nicht gemacht.;
275;Sie, die der Nazis erste Komplizen und ihre besten Helfershelfer waren, wußten wahrlich weder, was sie taten, noch mit wem sie es zu tun hatten.;
276;Die ungeheure Erregung, in die nachgerade jeder Mensch guten Willens gerät, wenn die Rede auf Deutschland kommt, hat ihren Grund weder in der Existenz jener verantwortungslos Verantwortlichen, über die vermutlich nur die Geschichte ihr Urteil sprechen wird, noch in den Taten der Nazis selbst.;
277;Sie ist vielmehr erzeugt von jener ungeheuerlichen Maschine des »Verwaltungsmassenmordes«, zu deren Bedienung man nicht Tausende und nicht Zehntausende ausgesuchter Mörder, sondern ein ganzes Volk gebraucht hat und gebrauchen konnte.;
278;In der Organisation, die Himmler für die Niederlage etabliert hat, gibt es nur noch Exekutoren, Opfer und Marionetten, welche über die Leichen ihrer Kameraden, die man früher beliebig aus jeder SA-Kolonne und heute aus jedem Truppenteil und aus jeder anderen Massenformation herausschießen kann, weitermarschieren.;
279;Daß in dieser Mordmaschine jeder auf diese oder jene Weise an einen Platz gezwungen ist, auch wenn er nicht direkt in den Vernichtungslagern tätig ist, macht das Grauen aus.;
280;Denn der systematische Massenmord, der die reale Konsequenz aller Rassentheorien und aller Ideologien von dem »Recht des Stärkeren« in unserer Zeit ist, sprengt nicht nur die Vorstellungskapazität des Menschen, sondern auch den Rahmen und die Kategorien, in welchen politisches Denken und politisches Handeln sich vollziehen.;
281;"Wie auch immer das künftige Schicksal Deutschlands aussehen wird, es wird nie mehr enthalten können als die unseligen Folgen eines verlorenen Krieges; und solche Folgen sind der Natur der Sache nach temporär.";
282;"Eine politische Antwort auf diese Verbrechen gibt es in keinem Fall; denn eine Ausrottung von 70 oder 80 Millionen Deutschen oder auch nur eine langsame Aushungerung, an die natürlich niemand außer ein paar psychotischen Fanatikern denkt, würde auch nur bedeuten, daß die Ideologien der Nazis gesiegt hätten, wenn auch die Macht und das »Recht des Stärkeren«, sie zu praktizieren, auf andere Völker übergegangen sind.";
283;Wie an dem »Verwaltungsmassenmord« der politische Verstand des Menschen still steht, so wird an der totalen Mobilisierung für ihn das menschliche Bedürfnis nach Gerechtigkeit zu schanden.;
284;Wo alle schuldig sind, kann im Grunde niemand mehr urteilen.;
285;Denn dieser Schuld gerade ist auch der bloße Schein, die bloße Heuchelei der Verantwortung genommenDaß die aus Deutschland Geflüchteten, welche entweder das Glück hatten, Juden zu sein oder rechtzeitig von der Gestapo verfolgt zu werden, von dieser Schuld bewahrt worden sind, ist natürlich nicht ihr Verdienst.;
286;Weil sie dies wissen, und weil sie noch nachträglich ein Grauen vor dem Möglichen packt, bringen gerade sie in alle derartigen Diskussionen jenes unerträgliche Element der Selbstgerechtigkeit, das schließlich, bei Juden vor allem, nur in der vulgären Umkehr der Nazi-Doktrinen über sie selbst enden kann und ja auch längst geendet hat..;
287;Solange die Strafe das Recht des Verbrechers ist - und auf diesem Satz beruht seit mehr als zweitausend Jahren das Gerechtigkeits- und das Rechtsempfinden der abendländischen Menschheit -, gehört zur Schuld ein Bewußtsein, schuldig zu sein, gehört zum Strafen eine Überzeugung von der Verantwortungsfähigkeit     des Menschen.;
288;Wie es mit diesem Bewußtsein durchschnittlich bestellt ist, hat ein amerikanischer Korrespondent in einer Geschichte geschildert, deren Frage- und Antwortspiel wohl der Einbildungs- und Gestaltungskraft eines großen Dichters wert wäre:  ;
289;Frage: Habt Ihr Leute im Lager getötet?;
290;"Antwort: Ja. 	";
291;Frage: Habt Ihr sie mit Gas vergiftet?;
292;"Antwort: Ja. 	";
293;Frage: Habt Ihr sie lebendig begraben?;
294;"Antwort: Das kam manchmal vor. 	";
295;Frage: Wurden die Opfer aus ganz Europa aufgegriffen?;
296;"Antwort: Das nehme ich an. 	";
297;Frage: Haben Sie persönlich geholfen, Leute zu töten?;
298;Antwort: Durchaus nicht.;
299;"Ich war nur Zahlmeister im Lager. 	";
300;Frage: Was dachten Sie sich denn bei diesen Vorgängen?;
301;"Antwort: Zuerst war es schlimm, aber wir gewöhnten uns daran. 	";
302;Frage: Wissen Sie, daß die Russen Sie aufhängen werden?;
303;Antwort (in Tränen ausbrechend):;
304;Warum sollten sie das?;
305;Was habe ich denn getan?  ;
306;Er hat in der Tat nichts getan - er hat nur Befehle ausgeführt.;
307;Und seit wann war es ein Verbrechen, Befehle auszuführen?;
308;Seit wann war es eine Tugend zu rebellieren?;
309;Seit wann konnte man nur ehrlich sein, wenn man in den sicheren Tod ging?;
310;Was also hat er getan?  ;
311;In seinem Stück Die letzten Tage der Menschheit, in welchem er die Vorgänge des letzten Krieges darstellte, ließ Karl Kraus den Vorhang fallen, nachdem Wilhelm II. ausgerufen hatte:;
312;»Dies habe ich nicht gewollt.«;
313;Und das komisch Grauenhafte lag darin, daß dies in der Tat stimmte.;
314;Wenn der Vorhang diesmal fallen wird, werden wir einem ganzen Chor von Spießern zu lauschen gezwungen sein, die ausrufen werden: »Dies haben wir nicht getan.«;
315;Und wenn uns auch inzwischen das Lachen vergangen ist, das Grauenhafte wird wieder darin liegen, daß es in der Tat stimmt.;
316;III;
317;Um zu wissen, welches die eigentliche Triebfeder im Herzen der Menschen ist, durch die sie in die Maschine des Massenmords einzuschalten waren, werden uns Spekulationen über deutsche Geschichte und den sogenannten deutschen Nationalcharakter, von dessen Möglichkeiten die besten Kenner Deutschlands vor 15 Jahren noch nicht die leiseste Ahnung hatten, wenig nutzen.;
318;Aufschlußreicher ist die eigentümliche Figur dessen, der sich rühmen kann, das organisatorische Genie des Mordes zu sein.;
319;Heinrich Himmler gehört nicht zu jenen Intellektuellen, welche aus dem dunklen Niemandsland zwischen Boheme- und Fünfgroschen-Jungen-Existenz stammen und auf dessen Bedeutung für die Bildung der Nazi-Elite in neuerer Zeit wiederholt hingewiesen ist.;
320;Er ist weder ein Bohemien wie Goebbels noch ein Sexualverbrecher wie Streicher noch ein pervertierter Fanatiker wie Hitler noch ein Abenteurer wie Goering.;
321;Er ist ein Spießer mit allem Anschein der Respectability, mit allen Gewohnheiten des guten Familienvaters, der seine Frau nicht betrügt und für seine Kinder eine anständige Zukunft sichern will.;
322;Und er hat seine neueste, das gesamte Land umfassende Terror-Organisation bewußt auf der Annahme aufgebaut, daß die meisten Menschen nicht Bohemiens, nicht Fanatiker,     nicht Abenteurer, nicht Sexualverbrecher und nicht Sadisten sind, sondern in erster Linie ›jobholders‹ und gute Familienväter.;
323;"Es war, glaube ich, Péguy, der den Familienvater den »grand aventurier du 20e siècle« genannt hat; er ist zu früh gestorben, um in ihm noch den großen Verbrecher des Jahrhunderts zu erleben.";
324;;
325;Wir sind so gewohnt gewesen, in dem Familienvater die gutmütige Besorgtheit, die ernste Konzentriertheit auf das Wohl der Familie, die feierliche Entschlossenheit, Frau und Kindern das Leben zu weihen, zu bewundern oder zu belächeln, daß wir kaum gewahr wurden, wie der treusorgende Hausvater, der um nichts so besorgt war wie Sekurität, sich unter dem Druck der chaotischen ökonomischen Bedingungen unserer Zeit in einen Abenteurer wider Willen verwandelte, der mit aller Sorge des nächsten Tages nie sicher sein konnte.;
326;Seine Docilität war in den Gleichschaltungen zu Beginn des Regimes bereits bewiesen worden.;
327;Es hatte sich herausgestellt, daß er durchaus bereit war, um der Pension, der Lebensversicherung, der gesicherten Existenz von Frau und Kindern willen Gesinnung, Ehre und menschliche Würde preiszugeben.;
328;Es bedurfte nur noch der teuflischen Genialität Himmlers, um zu entdecken, daß er nach solcher Degradierung aufs beste präpariert war, wortwörtlich alles zu tun, wenn man den Einsatz erhöhte und die nackte Existenz der Familie bedrohte.;
329;Die einzige Bedingung, die er von sich aus stellte, ist, daß man ihn von der Verantwortung für seine Taten radikal freisprach.;
330;Es ist der gleiche Durchschnittsdeutsche, den die Nazis trotz wahnsinnigster Propaganda durch Jahre hindurch nicht dazu haben bringen können, einen Juden auf eigene Faust totzuschlagen (selbst nicht, als sie es ganz klar machten, daß solch ein Mord straffrei ausgehen würde), der heute widerspruchslos die Vernichtungsmaschinen bedient.;
331;Im Gegensatz zu den früheren Formationen von SS und Gestapo rechnet die Himmlersche Gesamtorganisation weder mit Fanatikern noch mit Lustmördern noch mit Sadisten, sie rechnet einzig und allein     mit der Normalität von Menschen vom Schlage Herrn Heinrich Himmlers.;
332;Daß kein besonderer Nationalcharakter erforderlich ist, um den neuesten Typ des Funktionärs zum Funktionieren zu bringen, bedarf wohl nach den traurigen Nachrichten über Letten, Litauer, Polen und sogar Juden in Himmlers Mordorganisation keiner besonderen Erwähnung.;
333;Sie alle sind nicht von Natur Mörder und nicht aus Perversion Verräter.;
334;Es ist noch nicht einmal sicher, ob sie funktioniert hätten, wenn nur ihr eigenes Leben und ihre eigene Existenz auf dem Spiel gestanden hätten.;
335;Sie fühlten sich, nachdem sie Gott nicht mehr fürchteten und ihr Gewissen ihnen durch den Funktionscharakter ihrer Handlungen abgenommen war, nur noch ihrer Familie verantwortlich.;
336;Die Verwandlung des Familienvaters aus einem an den öffentlichen Angelegenheiten interessierten, verantwortlichen Mitglied der Gesellschaft in den Spießer, der nur an seiner privaten Existenz hängt und öffentliche Tugend nicht kennt, ist eine moderne internationale Erscheinung.;
337;Die Nöte unserer Zeit - »bedenkt den Hunger und die große Kälte in diesem Tale, das von Jammer schallt« (Brecht) - können ihn jeden Tag zum Spielball allen Wahnsinns und aller Grausamkeit machen.;
338;Jedesmal, wenn die Gesellschaft in der Erwerbslosigkeit den kleinen Mann um sein normales Funktionieren und seine normale Selbstachtung bringt, bereitet sie ihn auf jene letzte Etappe vor, in der er jede Funktion, auch den ›job‹ des Henkers zu übernehmen bereit ist.;
339;Ein aus Buchenwald entlassener Jude entdeckte unter den SS-Leuten, die ihm seine Entlassungspapiere aushändigten, einen ehemaligen Schulkameraden, den er nicht ansprach, wohl aber ansah.;
340;Darauf sagte der so Betrachtete sehr spontan: Du mußt verstehen - ich habe fünf Jahre Erwerbslosigkeit hinter mir, mit mir können sie alles machen.;
341;;
342;Es ist richtig, daß dieser moderne Typus Mensch, den wir mangels eines besseren Namens noch mit dem alten Wort Spießer bezeichnet haben, auf deutschem Boden eine besonders gute Chance des Blühens und Gedeihens hatte.     ;
343;Kaum ein anderes der abendländischen Kulturländer ist von den klassischen Tugenden des öffentlichen Lebens so unberührt geblieben, in keinem haben privates Leben und private Existenz eine so große Rolle gespielt.;
344;;
345;Diese Tatsache haben die Deutschen in Zeiten nationaler Not immer wieder mit viel Erfolg verschleiert, aber nicht geändert.;
346;Hinter der Fassade behaupteter und propagierter »Nationaltugenden« wie »Vaterlandsliebe«, »deutscher Mut«, »deutsche Treue« usw. verstecken sich entsprechende wirklich existierende National-Laster.;
347;Es gibt kaum irgendwo durchschnittlich so wenig Patriotismus wie gerade in Deutschland, und hinter der chauvinistischen Anmaßung von »Treue« und »Mut« verbirgt sich ein verhängnisvoller Hang zur Untreue und zum Verrat aus Opportunismus.;
348;Der Spießer selbst aber ist eine internationale Erscheinung, und wir täten gut daran, ihn nicht im blinden Vertrauen, daß nur der deutsche Spießer solch furchtbarer Taten fähig ist, allzusehr in Versuchung zu führen.;
349;Der Spießer ist der moderne Massenmensch, betrachtet nicht in seinen exaltierten Augenblicken in der Masse, sondern im sicheren oder vielmehr heute so unsicheren Schutz seiner vier Wände.;
350;Er hat die Zweiteilung von Privat und Öffentlich, von Beruf und Familie so weit getrieben, daß er noch nicht einmal in seiner eigenen identischen Person eine Verbindung zwischen beiden entdecken kann.;
351;Wenn sein Beruf ihn zwingt, Menschen zu morden, so hält er sich nicht für einen Mörder, gerade weil er es nicht aus Neigung, sondern beruflich getan hat.;
352;Aus Leidenschaft würde er nicht einer Fliege etwas zu Leide tun.;
353;Wenn man einem Individuum dieser neuesten Berufsgattung, die unsere Zeit hervorgebracht hat, morgen sagen wird, daß es zur Verantwortung gezogen wird, so wird es sich nur betrogen fühlen.;
354;Wenn es aber im Schock der Katastrophe zum Bewußtsein davon kommen sollte, daß es in Wahrheit nicht nur ein beliebiger Funktionär, sondern ein Mörder ist, so wird es auch nicht den Weg der Rebellion, sondern den Weg des Selbstmordes gehen     - wie ihn schon so viele in Deutschland, wo es offenbar eine Selbstmordwelle nach der anderen gibt, gegangen sind.;
355;Und damit wäre uns auch nicht sehr viel geholfen.;
356;IV;
357;Seit vielen Jahren begegnen mir Deutsche, welche erklären, daß sie sich schämten, Deutsche zu sein.;
358;Ich habe mich immer versucht gefühlt, ihnen zu antworten, daß ich mich schämte, ein Mensch zu sein.;
359;"Diese grundsätzliche Scham, die heute viele Menschen der verschiedensten Nationalitäten miteinander teilen, ist das einzige, was uns gefühlsmäßig von der Solidarität der Internationalen verblieben ist; und sie ist bislang politisch in keiner Weise produktiv geworden.";
360;"Die Menschheits-Schwärmerei unserer Väter hat nicht nur leichtfertig die sogenannte »nationale Frage« übersehen; sie hat, was ungleich schlimmer ist, den Ernst und den Schrecken der Idee der Menschheit und des jüdisch-christlichen Glaubens an einen einheitlichen Ursprung des Menschengeschlechts noch nicht einmal geahnt.";
361;Es war schon nicht sehr angenehm, die trügerische Hoffnung auf den »edlen Wilden« begraben und entdecken zu müssen, daß Menschen auch Kannibalen sein können.;
362;Seither haben die Völker einander besser und besser kennengelernt, haben sie mehr und mehr über die Möglichkeiten zum Bösen im Menschen erfahren.;
363;Der Erfolg ist, daß sie mehr und mehr vor der Idee der Menschheit zurückscheuen und immer anfälliger für Rasse-Doktrinen werden, welche die Möglichkeit der Menschheit prinzipiell verneinen.;
364;Sie spüren instinktiv, daß in der Idee der Menschheit, gleich ob sie in religiöser oder humanistischer Form auftritt, eine Verpflichtung zu einer Gesamtverantwortlichkeit mitenthalten ist, die sie nicht zu übernehmen wünschen.;
365;Denn die Idee der Menschheit, gereinigt von aller Sentimentalität, hat politisch die sehr schwerwiegende Konsequenz, daß wir in dieser oder jener Weise die Verantwortung für alle von Menschen begangenen Verbrechen, daß die Völker für     alle von Völkern begangenen Untaten die Verantwortung werden auf sich nehmen müssen.;
366;Die Scham, daß man ein Mensch ist, ist der noch ganz individuelle und unpolitische Ausdruck für diese Einsicht.;
367;Politisch gesprochen ist die Idee der Menschheit, von der man kein Volk ausschließen und innerhalb derer man keinem ein Monopol des Lasters zubilligen kann, die einzige Garantie dafür, daß nicht eine »höhere Rasse« nach der anderen sich verpflichtet glauben wird, dem Naturgesetz vom »Recht des Stärkeren« zu folgen und die »niederen lebensunfähigen Rassen« auszurotten - bis schließlich am Ende des »imperialistischen Zeitalters« wir uns auf einer Bahn bewegen werden, auf der die Nazis wie dilettantische Vorläufer einer zukünftigen Politik sich ausnehmen werden.;
368;Eine nichtimperialistische Politik zu machen, eine nicht-rassische Gesinnung sich zu bewahren wird täglich schwerer, weil täglich klarer wird, was für eine Last die Menschheit für den Menschen ist.;
369;Vielleicht haben jene Juden, deren Vätern die erste Konzeption der Idee der Menschheit zu danken ist, etwas über diese Last gewußt, wenn sie alljährlich im »Owinu Malkenu chotonu lefonecho« nicht nur alle in der Gemeinde begangenen Sünden, sondern alle menschlichen Verfehlungen überhaupt auf sich nahmen.;
370;"Diejenigen, die heute bereit sind, in moderner Form diesen Weg wieder zu gehen, haben sich vermutlich nicht pharisäisch mit dem Stoß-Seufzer des »Gott-sei-Dank-ich-bin-nicht-so« über die ungeahnten Möglichkeiten des »deutschen Nationalcharakters« entsetzt; dafür haben sie in Furcht und Zittern endlich begriffen, wessen alles der Mensch fähig ist - und dies ist in der Tat eine Vorbedingung modernen politischen Denkens.";
371;;
372;Sie werden sich vermutlich nicht sehr gut zu Funktionären der Rache eignen.;
373;Eines aber ist sicher: auf sie und nur auf sie, die eine genuine Angst vor der notwendigen Verantwortung des Menschengeschlechts haben, wird Verlaß sein, wenn es darum geht, gegen das ungeheure Übel, das Menschen anrichten können, furchtlos und kompromißlos und überall zu kämpfen.    ;
374;Franz Kafka, von neuem gewürdigt  ;
375;Vor gut zwanzig Jahren, im Sommer 1924, starb Franz Kafka im Alter von 44 Jahren.;
376;"Während der folgenden Jahre wuchs sein Ruf ständig in Deutschland und Österreich, seit 1930 auch in Frankreich, England und Amerika.
alle sind betroffen von dem Neuartigen seiner Erzählerkunst, von etwas spezifisch Modernem, das sonst nirgends in der gleichen Stärke und Unzweideutigkeit erscheint.";
377;;
378;;
379;Das gemeinsame Erlebnis der Leser Kafkas ist eine allgemeine, unbestimmbare Bezauberung, sogar bei Erzählungen, die sie nicht verstehen, eine klare Erinnerung an merkwürdige und scheinbar unsinnige Bilder und Beschreibungen, - bis sich ihnen eines Tages der verborgene Sinn mit der plötzlichen Deutlichkeit einer einfachen und unangreifbaren Wahrheit enthüllt.    ;
380;Beginnen wir mit dem Roman Der Prozeß, über den eine kleine Bibliothek von Auslegungen veröffentlicht worden ist.;
381;;
382;Im Falle des K. wird die Unterwerfung nicht durch Gewalt erreicht, sondern einfach durch das wachsende Schuldgefühl, das die unbegründete Anschuldigung im beschuldigten Menschen erweckt.;
383;;
384;;
